city|state|state_name|county
Shannon|GA|Georgia|Floyd
Galena|IN|Indiana|Floyd
Noank|CT|Connecticut|Southeastern Connecticut
Oblong|IL|Illinois|Crawford
St. Jacob|IL|Illinois|Madison
Paxtang|PA|Pennsylvania|Dauphin
Preston|TX|Texas|Grayson
Standish|MI|Michigan|Arenac
Colwich|KS|Kansas|Sedgwick
Rio Vista|TX|Texas|Johnson
Boring|OR|Oregon|Clackamas
Paul|ID|Idaho|Minidoka
Chesapeake|WV|West Virginia|Kanawha
Saint John's University|MN|Minnesota|Stearns
Fairfax|OH|Ohio|Hamilton
Minorca|LA|Louisiana|Concordia
Royal City|WA|Washington|Grant
Bradford|OH|Ohio|Miami
Crainville|IL|Illinois|Williamson
Rural Retreat|VA|Virginia|Wythe
Vander|NC|North Carolina|Cumberland
Wilson-Conococheague|MD|Maryland|Washington
Stedman|NC|North Carolina|Cumberland
Richland|PA|Pennsylvania|Lebanon
Norris City|IL|Illinois|White
Hato Candal|PR|Puerto Rico|Río Grande
Appalachia|VA|Virginia|Wise
Estell Manor|NJ|New Jersey|Atlantic
Malaga|NJ|New Jersey|Gloucester
Lovelock|NV|Nevada|Pershing
Mustang Ridge|TX|Texas|Travis
Spring Valley|AZ|Arizona|Yavapai
Whitewright|TX|Texas|Grayson
Rosanky|TX|Texas|Bastrop
Hoback|WY|Wyoming|Teton
Olivet|TN|Tennessee|Hardin
Frenchtown|NJ|New Jersey|Hunterdon
Marbury|AL|Alabama|Autauga
Nebo|NC|North Carolina|McDowell
Level Plains|AL|Alabama|Dale
Thornville|OH|Ohio|Perry
Molino|FL|Florida|Escambia
Tariffville|CT|Connecticut|Capitol
Patrick AFB|FL|Florida|Brevard
Limestone Creek|FL|Florida|Palm Beach
Logansport|LA|Louisiana|De Soto
Wilson|OK|Oklahoma|Carter
Clark Mills|NY|New York|Oneida
Gray|TN|Tennessee|Washington
Coeburn|VA|Virginia|Wise
Pandora|OH|Ohio|Putnam
Palmer|TX|Texas|Cameron
Ruhenstroth|NV|Nevada|Douglas
Tennille|GA|Georgia|Washington
Buena Vista|PR|Puerto Rico|Arroyo
Averill Park|NY|New York|Rensselaer
Camp Croft|SC|South Carolina|Spartanburg
Hawthorne|FL|Florida|Alachua
Union City|OK|Oklahoma|Canadian
Guthrie Center|IA|Iowa|Guthrie
Fayette|MS|Mississippi|Jefferson
Greenville|IN|Indiana|Floyd
Lockney|TX|Texas|Floyd
El Valle de Arroyo Seco|NM|New Mexico|Santa Fe
Oglala|SD|South Dakota|Oglala Lakota
Justice|OK|Oklahoma|Rogers
Lakeview|WA|Washington|Grant
Barton|NM|New Mexico|Bernalillo
Ragland|AL|Alabama|St. Clair
Rossville|IN|Indiana|Clinton
Mescal|AZ|Arizona|Cochise
Fisher|IL|Illinois|Champaign
Owenton|KY|Kentucky|Owen
Delavan|IL|Illinois|Tazewell
Dravosburg|PA|Pennsylvania|Allegheny
Ina|IL|Illinois|Jefferson
West Alexandria|OH|Ohio|Preble
Wolf Creek|UT|Utah|Weber
Dover Beaches North|NJ|New Jersey|Ocean
Norwood|OK|Oklahoma|Cherokee
Conway Springs|KS|Kansas|Sumner
Rosharon|TX|Texas|Brazoria
Frazee|MN|Minnesota|Becker
Manson|WA|Washington|Chelan
Leland Grove|IL|Illinois|Sangamon
Enosburg Falls|VT|Vermont|Franklin
Langston|OK|Oklahoma|Logan
Clarks Green|PA|Pennsylvania|Lackawanna
De Pue|IL|Illinois|Bureau
Newcastle|CA|California|Placer
Walnut Grove|GA|Georgia|Walton
South River|NM|New Mexico|San Juan
Tonto Basin|AZ|Arizona|Gila
Somonauk|IL|Illinois|DeKalb
Naval Academy|MD|Maryland|Anne Arundel
Elgin|OR|Oregon|Union
Breckinridge Center|KY|Kentucky|Union
Milan|OH|Ohio|Erie
Haymarket|VA|Virginia|Prince William
Woodmont|CT|Connecticut|South Central Connecticut
Centreville|MI|Michigan|St. Joseph
Ridgeville|SC|South Carolina|Dorchester
Ransomville|NY|New York|Niagara
Beaver Dam|AZ|Arizona|Mohave
Los Molinos|CA|California|Tehama
Westwood|PA|Pennsylvania|Cambria
Summerdale|AL|Alabama|Baldwin
New Castle Northwest|PA|Pennsylvania|Lawrence
Prineville Lake Acres|OR|Oregon|Crook
New Market|MD|Maryland|Frederick
Taft Heights|CA|California|Kern
Hartley|IA|Iowa|O'Brien
Ford Heights|IL|Illinois|Cook
Langhorne Manor|PA|Pennsylvania|Bucks
Shaw|MS|Mississippi|Bolivar
Palmer|PR|Puerto Rico|Río Grande
Bellwood|PA|Pennsylvania|Blair
Elephant Butte|NM|New Mexico|Sierra
Elkhart|TX|Texas|Anderson
Smith Center|KS|Kansas|Smith
Greenock|PA|Pennsylvania|Allegheny
Homer|MI|Michigan|Calhoun
Beverly|OH|Ohio|Washington
Pilot Mountain|NC|North Carolina|Surry
Holiday Valley|OH|Ohio|Clark
Helena West Side|MT|Montana|Lewis and Clark
Craigsville|WV|West Virginia|Nicholas
Gamerco|NM|New Mexico|McKinley
Elizabethville|PA|Pennsylvania|Dauphin
Osgood|IN|Indiana|Ripley
Navarre Beach|FL|Florida|Santa Rosa
Dimondale|MI|Michigan|Eaton
Edgeworth|PA|Pennsylvania|Allegheny
Loganville|PA|Pennsylvania|York
Bull Run Mountain Estates|VA|Virginia|Prince William
Remington|IN|Indiana|Jasper
Pierz|MN|Minnesota|Morrison
Warner|OK|Oklahoma|Muskogee
Tano Road|NM|New Mexico|Santa Fe
Brodheadsville|PA|Pennsylvania|Monroe
Quincy|CA|California|Plumas
South Dennis|NJ|New Jersey|Cape May
Valatie|NY|New York|Columbia
Colmar Manor|MD|Maryland|Prince George's
Pole Ojea|PR|Puerto Rico|Cabo Rojo
Mathews|LA|Louisiana|Lafourche
Senath|MO|Missouri|Dunklin
White Sands|NM|New Mexico|Doña Ana
Rockaway Beach|OR|Oregon|Tillamook
Gilman|IL|Illinois|Iroquois
Del Norte|CO|Colorado|Rio Grande
Harbor Beach|MI|Michigan|Huron
East Berlin|PA|Pennsylvania|Adams
Dysart|IA|Iowa|Tama
Haverford College|PA|Pennsylvania|Delaware
Prosperity|WV|West Virginia|Raleigh
Philmont|NY|New York|Columbia
Silver Summit|UT|Utah|Summit
Randolph|WI|Wisconsin|Dodge
Woodacre|CA|California|Marin
Stansberry Lake|WA|Washington|Pierce
Las Marias|PR|Puerto Rico|Añasco
Port Barrington|IL|Illinois|Lake
Parklawn|CA|California|Stanislaus
Belle Rose|LA|Louisiana|Assumption
Awendaw|SC|South Carolina|Charleston
Mulberry|AR|Arkansas|Crawford
Corning|IA|Iowa|Adams
Oakland|NE|Nebraska|Burt
Central High|OK|Oklahoma|Stephens
Limon|CO|Colorado|Lincoln
Stafford|OR|Oregon|Clackamas
Avonia|PA|Pennsylvania|Erie
McCaysville|GA|Georgia|Fannin
Jonesboro|IN|Indiana|Grant
Elkland|PA|Pennsylvania|Tioga
Pelzer|SC|South Carolina|Anderson
Moody AFB|GA|Georgia|Lowndes
Versailles|PA|Pennsylvania|Allegheny
Jenkins|KY|Kentucky|Letcher
Dale|IN|Indiana|Spencer
Camp Barrett|VA|Virginia|Stafford
Thompson Falls|MT|Montana|Sanders
Garberville|CA|California|Humboldt
Inkerman|PA|Pennsylvania|Luzerne
Olton|TX|Texas|Lamb
St. George|MO|Missouri|St. Louis
West Liberty|WV|West Virginia|Ohio
Cedar Hill|MO|Missouri|Jefferson
Proctor|VT|Vermont|Rutland
Vinco|PA|Pennsylvania|Cambria
Sharon|WI|Wisconsin|Walworth
Orfordville|WI|Wisconsin|Rock
Crescent|OK|Oklahoma|Logan
Braddock Hills|PA|Pennsylvania|Allegheny
West Jefferson|NC|North Carolina|Ashe
Corydon|IA|Iowa|Wayne
Freedom|PA|Pennsylvania|Beaver
Taylorsville|KY|Kentucky|Spencer
Ecru|MS|Mississippi|Pontotoc
Sleepy Hollow Lake|NY|New York|Greene
Clarendon|AR|Arkansas|Monroe
Brooklyn|IA|Iowa|Poweshiek
St. Georges|DE|Delaware|New Castle
Langhorne|PA|Pennsylvania|Bucks
Granite|OK|Oklahoma|Greer
Canby|MN|Minnesota|Yellow Medicine
Rapids|NY|New York|Niagara
Westwood Shores|TX|Texas|Trinity
South Shore|KY|Kentucky|Greenup
Onset|MA|Massachusetts|Plymouth
Penn State Erie|PA|Pennsylvania|Erie
Black Point-Green Point|CA|California|Marin
Bismarck|MO|Missouri|St. Francois
Fort Deposit|AL|Alabama|Lowndes
Wright-Patterson AFB|OH|Ohio|Greene
Leona Valley|CA|California|Los Angeles
Sylvan Springs|AL|Alabama|Jefferson
Shreve|OH|Ohio|Wayne
Chenoa|IL|Illinois|McLean
Remsenburg-Speonk|NY|New York|Suffolk
Freeman|SD|South Dakota|Hutchinson
Elk Rapids|MI|Michigan|Antrim
Midway|FL|Florida|Seminole
Kingston|NJ|New Jersey|Somerset
Wallis|TX|Texas|Austin
Stewartville|AL|Alabama|Coosa
Morris|OK|Oklahoma|Okmulgee
Fox Chase|PA|Pennsylvania|Berks
Del Rio|CA|California|Stanislaus
Glouster|OH|Ohio|Athens
Cresson|TX|Texas|Hood
Del Rey Oaks|CA|California|Monterey
Wagner|SD|South Dakota|Charles Mix
Gouldtown|NJ|New Jersey|Cumberland
Kaloko|HI|Hawaii|Hawaii
Stanfield|NC|North Carolina|Stanly
Twin Grove|IL|Illinois|McLean
Rawls Springs|MS|Mississippi|Forrest
Ackley|IA|Iowa|Hardin
Hooker|OK|Oklahoma|Texas
Point Venture|TX|Texas|Travis
Trumansburg|NY|New York|Tompkins
La Playa|PR|Puerto Rico|Añasco
Springmont|PA|Pennsylvania|Berks
Holstein|IA|Iowa|Ida
Fair Grove|MO|Missouri|Greene
Goliad|TX|Texas|Goliad
Dixon|NM|New Mexico|Rio Arriba
Cactus Flats|AZ|Arizona|Graham
McCamey|TX|Texas|Upton
Higganum|CT|Connecticut|Lower Connecticut River Valley
Golden's Bridge|NY|New York|Westchester
Advance|MO|Missouri|Stoddard
Greenville|FL|Florida|Madison
Silver Lake|KS|Kansas|Shawnee
Avilla|AR|Arkansas|Saline
Black Diamond|FL|Florida|Citrus
Centre Hall|PA|Pennsylvania|Centre
State Center|IA|Iowa|Marshall
Nooksack|WA|Washington|Whatcom
Grant Park|IL|Illinois|Kankakee
Meridian|TX|Texas|Bosque
Tennessee Ridge|TN|Tennessee|Houston
Phillips|WI|Wisconsin|Price
Crane|MO|Missouri|Stone
Amboy|WA|Washington|Clark
Edinburg|VA|Virginia|Shenandoah
Advance|NC|North Carolina|Davie
John Day|OR|Oregon|Grant
Winchester|IL|Illinois|Scott
Westlake|TX|Texas|Tarrant
Enterprise|UT|Utah|Washington
Bonneau Beach|SC|South Carolina|Berkeley
Princeton|NC|North Carolina|Johnston
Chenoweth|OR|Oregon|Wasco
Tower City|PA|Pennsylvania|Schuylkill
Daniels|WV|West Virginia|Raleigh
Coburg|OR|Oregon|Lane
Cherryville|PA|Pennsylvania|Northampton
Minco|OK|Oklahoma|Grady
Keystone Heights|FL|Florida|Clay
Fountain Green|UT|Utah|Sanpete
Garden City|MO|Missouri|Cass
Wellman|IA|Iowa|Washington
Jamesport|NY|New York|Suffolk
Ferndale|PA|Pennsylvania|Cambria
Belle|WV|West Virginia|Kanawha
Ucon|ID|Idaho|Bonneville
Roslyn Estates|NY|New York|Nassau
Pocahontas|IA|Iowa|Pocahontas
East Palatka|FL|Florida|Putnam
Biltmore Forest|NC|North Carolina|Buncombe
Hill City|KS|Kansas|Graham
Yutan|NE|Nebraska|Saunders
Chatham|VA|Virginia|Pittsylvania
Baker|MT|Montana|Fallon
Benld|IL|Illinois|Macoupin
Scotland|PA|Pennsylvania|Franklin
Red Lick|TX|Texas|Bowie
Cove Creek|NC|North Carolina|Watauga
Curtice|OH|Ohio|Ottawa
Avon|PA|Pennsylvania|Lebanon
Ahwahnee|CA|California|Madera
Wyoming|IL|Illinois|Stark
Minneota|MN|Minnesota|Lyon
Mont Alto|PA|Pennsylvania|Franklin
Chapel Hill|TN|Tennessee|Marshall
Big Timber|MT|Montana|Sweet Grass
Morrisville|NY|New York|Madison
Utica|SC|South Carolina|Oconee
Cascade Locks|OR|Oregon|Hood River
Southport|CT|Connecticut|Greater Bridgeport
Elroy|WI|Wisconsin|Juneau
Bruceville-Eddy|TX|Texas|McLennan
Port Sulphur|LA|Louisiana|Plaquemines
New Hope|OR|Oregon|Josephine
Tatum|TX|Texas|Rusk
Bethel|NC|North Carolina|Pitt
Basin City|WA|Washington|Franklin
Gordonsville|VA|Virginia|Orange
Harristown|IL|Illinois|Macon
Wellington|UT|Utah|Carbon
Thomson|IL|Illinois|Carroll
Mound Bayou|MS|Mississippi|Bolivar
Ferndale|CA|California|Humboldt
Tioga|ND|North Dakota|Williams
Tome|NM|New Mexico|Valencia
Ralls|TX|Texas|Crosby
Leadwood|MO|Missouri|St. Francois
Elmore|OH|Ohio|Ottawa
Castleton-on-Hudson|NY|New York|Rensselaer
Nederland|CO|Colorado|Boulder
Bowman|ND|North Dakota|Bowman
Ronceverte|WV|West Virginia|Greenbrier
Douglass|KS|Kansas|Butler
Clyde|NC|North Carolina|Haywood
Runaway Bay|TX|Texas|Wise
Newark|AR|Arkansas|Independence
West Hills|PA|Pennsylvania|Armstrong
Weldon|NC|North Carolina|Halifax
Lake LeAnn|MI|Michigan|Hillsdale
Dobson|NC|North Carolina|Surry
Rutledge|TN|Tennessee|Grainger
New Fairview|TX|Texas|Wise
Stockton|KS|Kansas|Rooks
West Park|NJ|New Jersey|Cumberland
Los Ranchos|CA|California|San Luis Obispo
Mechanicsville|MD|Maryland|St. Mary's
Edgard|LA|Louisiana|St. John the Baptist
Panora|IA|Iowa|Guthrie
Marmet|WV|West Virginia|Kanawha
Heritage Pines|FL|Florida|Pasco
Gardendale|TX|Texas|Ector
Little Walnut Village|NM|New Mexico|Grant
Dover Beaches South|NJ|New Jersey|Ocean
Dunsmuir|CA|California|Siskiyou
Banner Hill|TN|Tennessee|Unicoi
Glendale|MS|Mississippi|Forrest
Lake Telemark|NJ|New Jersey|Morris
Williamsville|IL|Illinois|Sangamon
Coahoma|TX|Texas|Howard
Arnaudville|LA|Louisiana|St. Landry
Medicine Lodge|KS|Kansas|Barber
Cecilia|LA|Louisiana|St. Martin
Mountain Road|VA|Virginia|Halifax
Glen Dale|WV|West Virginia|Marshall
Decatur|AR|Arkansas|Benton
Smethport|PA|Pennsylvania|McKean
Weissport East|PA|Pennsylvania|Carbon
Mount Carroll|IL|Illinois|Carroll
Lumberton|MS|Mississippi|Lamar
Grayville|IL|Illinois|White
Lake Sherwood|CA|California|Ventura
Augusta|KY|Kentucky|Bracken
Morenci|AZ|Arizona|Greenlee
DeLisle|MS|Mississippi|Harrison
Parks|AZ|Arizona|Coconino
Quinlan|TX|Texas|Hunt
Sun Prairie|MT|Montana|Cascade
Serenada|TX|Texas|Williamson
Cedar Ridge|CA|California|Tuolumne
Parachute|CO|Colorado|Garfield
Coto Norte|PR|Puerto Rico|Manatí
Mount Pulaski|IL|Illinois|Logan
Del Rey|CA|California|Fresno
Shell Lake|WI|Wisconsin|Washburn
Absecon Highlands|NJ|New Jersey|Atlantic
Baltic|SD|South Dakota|Minnehaha
Rolling Hills|CA|California|Los Angeles
Powhatan Point|OH|Ohio|Belmont
Warsaw|IL|Illinois|Hancock
Watertown|TN|Tennessee|Wilson
Franklin Furnace|OH|Ohio|Scioto
Lakeland|MN|Minnesota|Washington
Sanborn|IA|Iowa|O'Brien
Stamps|AR|Arkansas|Lafayette
Morton|TX|Texas|Cochran
Lanark|IL|Illinois|Carroll
North Granby|CT|Connecticut|Capitol
Stearns|KY|Kentucky|McCreary
Bayard|NE|Nebraska|Morrill
South Coventry|CT|Connecticut|Capitol
Cedar Glen Lakes|NJ|New Jersey|Ocean
Fairbank|IA|Iowa|Buchanan
Epworth|GA|Georgia|Fannin
Eagle River|WI|Wisconsin|Vilas
Weston|OH|Ohio|Wood
Fife Heights|WA|Washington|Pierce
Bellefonte|DE|Delaware|New Castle
Cambridge|WI|Wisconsin|Dane
Malta|IL|Illinois|DeKalb
Madison|MN|Minnesota|Lac qui Parle
Palmdale|PA|Pennsylvania|Dauphin
Astor|FL|Florida|Lake
Belleair Beach|FL|Florida|Pinellas
Susitna North|AK|Alaska|Matanuska-Susitna
Cannelton|IN|Indiana|Perry
Laguna Park|TX|Texas|Bosque
Lorena|TX|Texas|McLennan
Red Lake|MN|Minnesota|Beltrami
Intercourse|PA|Pennsylvania|Lancaster
Pepeekeo|HI|Hawaii|Hawaii
Wardsville|MO|Missouri|Cole
Lakemont|PA|Pennsylvania|Blair
Mio|MI|Michigan|Oscoda
Watson|LA|Louisiana|Livingston
Daleville|IN|Indiana|Delaware
Green Valley|SD|South Dakota|Pennington
Key Vista|FL|Florida|Pasco
Chatmoss|VA|Virginia|Henry
Alpine|NJ|New Jersey|Bergen
Callahan|FL|Florida|Nassau
Boonville|NC|North Carolina|Yadkin
Warm Springs|CA|California|Riverside
Princeville|NC|North Carolina|Edgecombe
Fall Creek|WI|Wisconsin|Eau Claire
Rose Hill|NC|North Carolina|Duplin
Saxapahaw|NC|North Carolina|Alamance
Monument Hills|CA|California|Yolo
Oakland|IA|Iowa|Pottawattamie
Anton Ruiz|PR|Puerto Rico|Humacao
Cresson|PA|Pennsylvania|Cambria
Spring Green|WI|Wisconsin|Sauk
Crandon|WI|Wisconsin|Forest
West Conshohocken|PA|Pennsylvania|Montgomery
Slater|IA|Iowa|Story
Catawissa|PA|Pennsylvania|Columbia
Franklin|TX|Texas|Robertson
Chesterfield|SC|South Carolina|Chesterfield
Lake Lorelei|OH|Ohio|Brown
Woodville|WI|Wisconsin|St. Croix
Clara City|MN|Minnesota|Chippewa
Kirkland|IL|Illinois|DeKalb
Glenmoor|OH|Ohio|Columbiana
Cane Savannah|SC|South Carolina|Sumter
LaCoste|TX|Texas|Medina
Osborne|KS|Kansas|Osborne
Whiting|WI|Wisconsin|Portage
Mancelona|MI|Michigan|Antrim
Upper Fruitland|NM|New Mexico|San Juan
McConnellstown|PA|Pennsylvania|Huntingdon
Lakeside|TX|Texas|Tarrant
Cadott|WI|Wisconsin|Chippewa
Kyle|SD|South Dakota|Oglala Lakota
Saunders Lake|OR|Oregon|Coos
Covelo|CA|California|Mendocino
Mineville|NY|New York|Essex
Random Lake|WI|Wisconsin|Sheboygan
Spencer|TN|Tennessee|Van Buren
West Myerstown|PA|Pennsylvania|Lebanon
West Baraboo|WI|Wisconsin|Sauk
Avon|MN|Minnesota|Stearns
Lexington|TX|Texas|Lee
Eagle Butte|SD|South Dakota|Ziebach
Bonduel|WI|Wisconsin|Shawano
Brooklyn Heights|OH|Ohio|Cuyahoga
Hubbard|TX|Texas|Hill
Virginia|IL|Illinois|Cass
Woodbury Center|CT|Connecticut|Naugatuck Valley
Julian|CA|California|San Diego
Tok|AK|Alaska|Southeast Fairbanks
Vernon Center|NJ|New Jersey|Sussex
Bovina|TX|Texas|Parmer
Snead|AL|Alabama|Blount
Palmarejo|PR|Puerto Rico|Corozal
Collings Lakes|NJ|New Jersey|Atlantic
Boyd|TX|Texas|Wise
Olive Hill|KY|Kentucky|Carter
Diablo Grande|CA|California|Stanislaus
Lake Lure|NC|North Carolina|Rutherford
Mabscott|WV|West Virginia|Raleigh
North Charleroi|PA|Pennsylvania|Washington
Keshena|WI|Wisconsin|Menominee
Kenton|TN|Tennessee|Gibson
Lone Jack|MO|Missouri|Jackson
Helena|OK|Oklahoma|Alfalfa
Quincy|MI|Michigan|Branch
Laurium|MI|Michigan|Houghton
Belle Plaine|KS|Kansas|Sumner
Montague|CA|California|Siskiyou
Barneveld|WI|Wisconsin|Iowa
Forest Meadows|CA|California|Calaveras
Durand|IL|Illinois|Winnebago
La Alianza|PR|Puerto Rico|Arecibo
Marks|MS|Mississippi|Quitman
Perryopolis|PA|Pennsylvania|Fayette
Coldstream|OH|Ohio|Hamilton
Park River|ND|North Dakota|Walsh
Lusk|WY|Wyoming|Niobrara
Springfield|CO|Colorado|Baca
Elmore|AL|Alabama|Elmore
Baywood Park|CA|California|San Mateo
Parsons|WV|West Virginia|Tucker
Glide|OR|Oregon|Douglas
Wedgefield|SC|South Carolina|Sumter
Palm Shores|FL|Florida|Brevard
Glencoe|FL|Florida|Volusia
Brownsboro|TX|Texas|Henderson
Lakeshire|MO|Missouri|St. Louis
Avalon|NJ|New Jersey|Cape May
Battle Creek|NE|Nebraska|Madison
Legend Lake|WI|Wisconsin|Menominee
Tarkio|MO|Missouri|Atchison
Weber City|VA|Virginia|Scott
Clintwood|VA|Virginia|Dickenson
Munday|TX|Texas|Knox
Fredericksburg|PA|Pennsylvania|Lebanon
Maunabo|PR|Puerto Rico|Maunabo
Independence|WI|Wisconsin|Trempealeau
Sundown|TX|Texas|Hockley
Samson|AL|Alabama|Geneva
Belle|MO|Missouri|Maries
Beesleys Point|NJ|New Jersey|Cape May
Nescopeck|PA|Pennsylvania|Luzerne
Tyhee|ID|Idaho|Bannock
Lannon|WI|Wisconsin|Waukesha
Ruch|OR|Oregon|Jackson
Ringgold|LA|Louisiana|Bienville
Mount Airy|GA|Georgia|Habersham
East Vineland|NJ|New Jersey|Atlantic
Brookside Village|TX|Texas|Brazoria
Lenox|IA|Iowa|Taylor
King|WI|Wisconsin|Waupaca
Playa Fortuna|PR|Puerto Rico|Luquillo
Manning|IA|Iowa|Carroll
Ama|LA|Louisiana|St. Charles
McAlmont|AR|Arkansas|Pulaski
Bel-Nor|MO|Missouri|St. Louis
Norris|TN|Tennessee|Anderson
Ravenna|MI|Michigan|Muskegon
Lazy Mountain|AK|Alaska|Matanuska-Susitna
Pierce City|MO|Missouri|Lawrence
Alum Creek|WV|West Virginia|Lincoln
Brackettville|TX|Texas|Kinney
Fort Benton|MT|Montana|Chouteau
Mishicot|WI|Wisconsin|Manitowoc
Leadville North|CO|Colorado|Lake
Sardinia|OH|Ohio|Brown
Millers Creek|NC|North Carolina|Wilkes
Smoke Rise|AL|Alabama|Blount
Van Meter|IA|Iowa|Dallas
Seabrook Farms|NJ|New Jersey|Cumberland
Laflin|PA|Pennsylvania|Luzerne
Blawnox|PA|Pennsylvania|Allegheny
Shorewood-Tower Hills-Harbert|MI|Michigan|Berrien
Union Hall|VA|Virginia|Franklin
Lomas Verdes Comunidad|PR|Puerto Rico|Moca
Hagan|GA|Georgia|Evans
Sanborn|NY|New York|Niagara
Emigration Canyon|UT|Utah|Salt Lake
Oakdale|PA|Pennsylvania|Allegheny
Patterson Tract|CA|California|Tulare
Falkville|AL|Alabama|Morgan
Como|MS|Mississippi|Panola
Big Pine|CA|California|Inyo
Traer|IA|Iowa|Tama
Saticoy|CA|California|Ventura
Wathena|KS|Kansas|Doniphan
Fullerton|NE|Nebraska|Nance
Granville|IL|Illinois|Putnam
Lone Oak|TN|Tennessee|Sequatchie
Lake Marcel-Stillwater|WA|Washington|King
Castle Dale|UT|Utah|Emery
Bayou Gauche|LA|Louisiana|St. Charles
High Rolls|NM|New Mexico|Otero
Bedminster|NJ|New Jersey|Somerset
Kensington|NY|New York|Nassau
Northlakes|NC|North Carolina|Caldwell
Muenster|TX|Texas|Cooke
Leoti|KS|Kansas|Wichita
Philo|IL|Illinois|Champaign
Oolitic|IN|Indiana|Lawrence
Uintah|UT|Utah|Weber
Tolar|TX|Texas|Hood
Playita Cortada|PR|Puerto Rico|Santa Isabel
Ocean Ridge|FL|Florida|Palm Beach
Hughestown|PA|Pennsylvania|Luzerne
Parkland|PA|Pennsylvania|Bucks
Hamshire|TX|Texas|Jefferson
Gallitzin|PA|Pennsylvania|Cambria
St. Stephen|SC|South Carolina|Berkeley
Arapahoe|WY|Wyoming|Fremont
Fort Loramie|OH|Ohio|Shelby
Chinook|MT|Montana|Blaine
Warren|OR|Oregon|Columbia
Iota|LA|Louisiana|Acadia
Plandome|NY|New York|Nassau
Roland|IA|Iowa|Story
Odon|IN|Indiana|Daviess
Duncan Falls|OH|Ohio|Muskingum
Hebron|IL|Illinois|McHenry
West Yellowstone|MT|Montana|Gallatin
Brooklyn|WI|Wisconsin|Dane
Coulee Dam|WA|Washington|Okanogan
Bridgeport|OH|Ohio|Belmont
Garrison|ND|North Dakota|McLean
Pierson|FL|Florida|Volusia
Waverly|IL|Illinois|Morgan
Hartford|IL|Illinois|Madison
Ponderay|ID|Idaho|Bonner
Redfield|AR|Arkansas|Jefferson
Suarez|PR|Puerto Rico|Loíza
Thunder Mountain|NM|New Mexico|Santa Fe
Paincourtville|LA|Louisiana|Assumption
Bronson|FL|Florida|Levy
Seneca|PA|Pennsylvania|Venango
Pleasant Hill|OH|Ohio|Miami
Ashley|OH|Ohio|Delaware
Bowling Green|VA|Virginia|Caroline
Foresthill|CA|California|Placer
McComb|OH|Ohio|Hancock
Simmesport|LA|Louisiana|Avoyelles
Powells Crossroads|TN|Tennessee|Marion
Paonia|CO|Colorado|Delta
Apollo|PA|Pennsylvania|Armstrong
North Fork|AZ|Arizona|Navajo
Hayden|AL|Alabama|Blount
South Wilton|CT|Connecticut|Western Connecticut
Aurora|TX|Texas|Wise
Mallory|WV|West Virginia|Logan
Newberry|MI|Michigan|Luce
Archer City|TX|Texas|Archer
El Paraiso|PR|Puerto Rico|Ponce
Blue Mountain|MS|Mississippi|Tippah
Redkey|IN|Indiana|Jay
Buxton|NC|North Carolina|Dare
Downs|IL|Illinois|McLean
Keeler Farm|NM|New Mexico|Luna
Caney|KS|Kansas|Montgomery
Rogers|TX|Texas|Bell
Aberdeen|OH|Ohio|Brown
Steele|MO|Missouri|Pemiscot
Cleora|OK|Oklahoma|Delaware
Charlotte Hall|MD|Maryland|St. Mary's
Dunlap|IL|Illinois|Peoria
Bellemont|AZ|Arizona|Coconino
East Canton|OH|Ohio|Stark
Des Arc|AR|Arkansas|Prairie
La Grulla|TX|Texas|Starr
Sheridan|CA|California|Placer
Gorman|NC|North Carolina|Durham
Silver Lake|NJ|New Jersey|Cumberland
Mendon|UT|Utah|Cache
Lamar|SC|South Carolina|Darlington
Arlington|OH|Ohio|Hancock
Fowler|MI|Michigan|Clinton
Woodland Heights|PA|Pennsylvania|Venango
Marshall|AR|Arkansas|Searcy
Lake Riverside|CA|California|Riverside
Lacoochee|FL|Florida|Pasco
Locust Grove|OK|Oklahoma|Mayes
Bruce|MS|Mississippi|Calhoun
Bonner-West Riverside|MT|Montana|Missoula
Shell Knob|MO|Missouri|Barry
Ardmore|AL|Alabama|Limestone
Holland|OH|Ohio|Lucas
Montpelier|IN|Indiana|Blackford
Green Valley|CA|California|Solano
Luther|OK|Oklahoma|Oklahoma
Glenns Ferry|ID|Idaho|Elmore
Vanceburg|KY|Kentucky|Lewis
Benns Church|VA|Virginia|Isle of Wight
Grand Ronde|OR|Oregon|Polk
De Graff|OH|Ohio|Logan
Colfax|LA|Louisiana|Grant
Barry|IL|Illinois|Pike
Dawson|MN|Minnesota|Lac qui Parle
Lockport Heights|LA|Louisiana|Lafourche
Colma|CA|California|San Mateo
Animas|PR|Puerto Rico|Arecibo
Queens Gate|PA|Pennsylvania|York
Sulligent|AL|Alabama|Lamar
Nanawale Estates|HI|Hawaii|Hawaii
La Villita|NM|New Mexico|Rio Arriba
New Brockton|AL|Alabama|Coffee
Mount Gay-Shamrock|WV|West Virginia|Logan
Carbon Hill|AL|Alabama|Walker
Woodland Hills|UT|Utah|Utah
Stratford|WI|Wisconsin|Marathon
Warren|IL|Illinois|Jo Daviess
Shepherd|MI|Michigan|Isabella
Beulaville|NC|North Carolina|Duplin
Ethete|WY|Wyoming|Fremont
West Liberty|OH|Ohio|Logan
Hurley|WI|Wisconsin|Iron
MacDonnell Heights|NY|New York|Dutchess
Arlington|NE|Nebraska|Washington
