City|State short|State full|County|City alias
Boyd|WI|Wisconsin|Chippewa|Boyd
Haysi|VA|Virginia|Dickenson|Haysi
Mulford|CO|Colorado|Garfield|Mulford
Underhill Flats|VT|Vermont|Chittenden|Underhill Flats
Rest Haven|IL|Illinois|Will|Rest Haven
Melrose|NM|New Mexico|Curry|Melrose
Cincinnati|AR|Arkansas|Washington|Cincinnati
Sheldon|SC|South Carolina|Beaufort|Sheldon
Clarkedale|AR|Arkansas|Crittenden|Clarkedale
Gibson|TN|Tennessee|Gibson|Gibson
Belleville|IN|Indiana|Hendricks|Belleville
Llewellyn Park|NJ|New Jersey|Essex|Llewellyn Park
Adrian|GA|Georgia|Johnson|Adrian
Hamler|OH|Ohio|Henry|Hamler
Lena|WI|Wisconsin|Oconto|Lena
Bonneau|SC|South Carolina|Berkeley|Bonneau
Pennington|AL|Alabama|Choctaw|Pennington
Butterfield|MO|Missouri|Barry|Butterfield
Noxapater|MS|Mississippi|Winston|Noxapater
Pleasant Plains|NJ|New Jersey|Somerset|Pleasant Plains
Carolina Meadows|NC|North Carolina|Chatham|Carolina Meadows
Polk|OH|Ohio|Ashland|Polk
Etna Green|IN|Indiana|Kosciusko|Etna Green
Vallecito|CA|California|Calaveras|Vallecito
Lyerly|GA|Georgia|Chattooga|Lyerly
Wilton|WI|Wisconsin|Monroe|Wilton
Wiscon|FL|Florida|Hernando|Wiscon
Wright City|OK|Oklahoma|McCurtain|Wright City
Hale|MO|Missouri|Carroll|Hale
Elwood|NE|Nebraska|Gosper|Elwood
Twin Lakes|IA|Iowa|Calhoun|Twin Lakes
Eldorado|PA|Pennsylvania|Blair|Eldorado
Felton|PA|Pennsylvania|York|Felton
Candlewood Shores|CT|Connecticut|Western Connecticut|Candlewood Shores
Roberts|ID|Idaho|Jefferson|Roberts
Thornton|IA|Iowa|Cerro Gordo|Thornton
Richmond|OH|Ohio|Jefferson|Richmond
Cuyahoga Heights|OH|Ohio|Cuyahoga|Cuyahoga Heights
Irondale|MO|Missouri|Washington|Irondale
Trenton|UT|Utah|Cache|Trenton
Warsaw|OH|Ohio|Coshocton|Warsaw
Huntley|MT|Montana|Yellowstone|Huntley
Truro|IA|Iowa|Madison|Truro
River Falls|AL|Alabama|Covington|River Falls
Pueblitos|NM|New Mexico|Valencia|Pueblitos
Unionville|VA|Virginia|Orange|Unionville
Oak Run|CA|California|Shasta|Oak Run
Redland|TX|Texas|Angelina|Redland
Lake Milton|OH|Ohio|Mahoning|Lake Milton
Lake McMurray|WA|Washington|Skagit|Lake McMurray
Smiley|TX|Texas|Gonzales|Smiley
Sheatown|PA|Pennsylvania|Luzerne|Sheatown
Buffalo|KY|Kentucky|Larue|Buffalo
Hartman|AR|Arkansas|Johnson|Hartman
Maceo|KY|Kentucky|Daviess|Maceo
Goose Creek Lake|MO|Missouri|St. Francois|Goose Creek Lake
Ullin|IL|Illinois|Pulaski|Ullin
White Oak|MS|Mississippi|Tunica|White Oak
Lake Village|IN|Indiana|Newton|Lake Village
Tivoli|TX|Texas|Refugio|Tivoli
Wellsboro|IN|Indiana|LaPorte|Wellsboro
Breckenridge|MO|Missouri|Caldwell|Breckenridge
De Kalb|MO|Missouri|Buchanan|De Kalb
Tamms|IL|Illinois|Alexander|Tamms
Waite Hill|OH|Ohio|Lake|Waite Hill
Holly Grove|AR|Arkansas|Monroe|Holly Grove
Timbercreek Canyon|TX|Texas|Randall|Timbercreek Canyon
Staley|NC|North Carolina|Randolph|Staley
Laketon|IN|Indiana|Wabash|Laketon
Tall Timbers|MD|Maryland|St. Mary's|Tall Timbers
Altona|CO|Colorado|Boulder|Altona
Graeagle|CA|California|Plumas|Graeagle
Petersburg|KY|Kentucky|Boone|Petersburg
Rangeley|ME|Maine|Franklin|Rangeley
Lower Berkshire Valley|NJ|New Jersey|Morris|Lower Berkshire Valley
Asbury|MO|Missouri|Jasper|Asbury
Farmington|IA|Iowa|Van Buren|Farmington
Lane|SC|South Carolina|Williamsburg|Lane
Coleridge|NE|Nebraska|Cedar|Coleridge
Mount Crawford|VA|Virginia|Rockingham|Mount Crawford
Lakewood|IN|Indiana|Vigo|Lakewood
Eutawville|SC|South Carolina|Orangeburg|Eutawville
Brownton|MN|Minnesota|McLeod|Brownton
Enola|AR|Arkansas|Faulkner|Enola
Republic|MI|Michigan|Marquette|Republic
Chefornak|AK|Alaska|Bethel|Chefornak
North Granville|NY|New York|Washington|North Granville
La Crosse|VA|Virginia|Mecklenburg|La Crosse
Ailey|GA|Georgia|Montgomery|Ailey
Seventh Mountain|OR|Oregon|Deschutes|Seventh Mountain
St. Joseph|WI|Wisconsin|La Crosse|St. Joseph
Minnesott Beach|NC|North Carolina|Pamlico|Minnesott Beach
Attica|KS|Kansas|Harper|Attica
Cosmos|MN|Minnesota|Meeker|Cosmos
Richmond|LA|Louisiana|Madison|Richmond
Hartford City|WV|West Virginia|Mason|Hartford City
Keezletown|VA|Virginia|Rockingham|Keezletown
Epps|LA|Louisiana|West Carroll|Epps
Cecil|WI|Wisconsin|Shawano|Cecil
Nuiqsut|AK|Alaska|North Slope|Nuiqsut
Chestertown|NY|New York|Warren|Chestertown
Wyoming|IA|Iowa|Jones|Wyoming
River Bluff|KY|Kentucky|Oldham|River Bluff
Toledo|WA|Washington|Lewis|Toledo
East Pecos|NM|New Mexico|San Miguel|East Pecos
Pinesburg|MD|Maryland|Washington|Pinesburg
West Milford|WV|West Virginia|Harrison|West Milford
Fruithurst|AL|Alabama|Cleburne|Fruithurst
Platte Woods|MO|Missouri|Platte|Platte Woods
Lafayette|VA|Virginia|Montgomery|Lafayette
Elmwood Park|WI|Wisconsin|Racine|Elmwood Park
North Santee|SC|South Carolina|Clarendon|North Santee
Port Deposit|MD|Maryland|Cecil|Port Deposit
Seven Mile Ford|VA|Virginia|Smyth|Seven Mile Ford
Paukaa|HI|Hawaii|Hawaii|Paukaa
Waverly|KS|Kansas|Coffey|Waverly
Teachey|NC|North Carolina|Duplin|Teachey
Moorland|KY|Kentucky|Jefferson|Moorland
Courtland|CA|California|Sacramento|Courtland
New Haven|IL|Illinois|Gallatin|New Haven
Jefferson|PA|Pennsylvania|York|Jefferson
Wilson|TX|Texas|Lynn|Wilson
Crawfordsville|OR|Oregon|Linn|Crawfordsville
Summerhill|PA|Pennsylvania|Cambria|Summerhill
O'Brien|OR|Oregon|Josephine|O'Brien
Morven|GA|Georgia|Brooks|Morven
Bigelow|AR|Arkansas|Perry|Bigelow
Nenana|AK|Alaska|Yukon-Koyukuk|Nenana
Sundance|NM|New Mexico|McKinley|Sundance
Mantee|MS|Mississippi|Webster|Mantee
Mapleton|OR|Oregon|Lane|Mapleton
Emlyn|KY|Kentucky|Whitley|Emlyn
West Jefferson|AL|Alabama|Jefferson|West Jefferson
Texline|TX|Texas|Dallam|Texline
Hermanville|MS|Mississippi|Claiborne|Hermanville
Burlington|IN|Indiana|Carroll|Burlington
Las Gaviotas|PR|Puerto Rico|Toa Baja|Las Gaviotas
Ruth|NC|North Carolina|Rutherford|Ruth
Linden|IN|Indiana|Montgomery|Linden
Michie|TN|Tennessee|McNairy|Michie
Sturgeon Lake|MN|Minnesota|Pine|Sturgeon Lake
Bland|VA|Virginia|Bland|Bland
West Valley|NY|New York|Cattaraugus|West Valley
Cane Beds|AZ|Arizona|Mohave|Cane Beds
Ridgeway|MO|Missouri|Harrison|Ridgeway
Buffalo Springs|TX|Texas|Lubbock|Buffalo Springs
Peck|MI|Michigan|Sanilac|Peck
Riverwood|KY|Kentucky|Jefferson|Riverwood
Muir|PA|Pennsylvania|Schuylkill|Muir
Key Colony Beach|FL|Florida|Monroe|Key Colony Beach
Belt|MT|Montana|Cascade|Belt
Ellsworth|IA|Iowa|Hamilton|Ellsworth
Huntington|AR|Arkansas|Sebastian|Huntington
Altamont|PA|Pennsylvania|Schuylkill|Altamont
Palmyra|IL|Illinois|Macoupin|Palmyra
Cape Royale|TX|Texas|San Jacinto|Cape Royale
Churchtown|PA|Pennsylvania|Lancaster|Churchtown
Lucas|OH|Ohio|Richland|Lucas
Annetta North|TX|Texas|Parker|Annetta North
O'Donnell|TX|Texas|Lynn|O'Donnell
Town of Pines|IN|Indiana|Porter|Town of Pines
Stephen|MN|Minnesota|Marshall|Stephen
Ranburne|AL|Alabama|Cleburne|Ranburne
K-Bar Ranch|TX|Texas|Jim Wells|K-Bar Ranch
Fairview Crossroads|SC|South Carolina|Lexington|Fairview Crossroads
Strasburg|ND|North Dakota|Emmons|Strasburg
Lake|MS|Mississippi|Newton|Lake
Lakehead|CA|California|Shasta|Lakehead
Round Valley|CA|California|Inyo|Round Valley
Wasco|OR|Oregon|Sherman|Wasco
Oakland|PA|Pennsylvania|Susquehanna|Oakland
Fairview|OR|Oregon|Tillamook|Fairview
Pioneer|LA|Louisiana|West Carroll|Pioneer
Mowrystown|OH|Ohio|Highland|Mowrystown
Garner|TX|Texas|Parker|Garner
Sacred Heart|MN|Minnesota|Renville|Sacred Heart
Withee|WI|Wisconsin|Clark|Withee
Mark|IL|Illinois|Putnam|Mark
Wrightstown|NJ|New Jersey|Burlington|Wrightstown
Coopers Plains|NY|New York|Steuben|Coopers Plains
Marysvale|UT|Utah|Piute|Marysvale
Butlertown|MD|Maryland|Kent|Butlertown
Noonday|TX|Texas|Smith|Noonday
Stamford|VT|Vermont|Bennington|Stamford
Eckhart Mines|MD|Maryland|Allegany|Eckhart Mines
Fruitland|NM|New Mexico|San Juan|Fruitland
Cookstown|NJ|New Jersey|Burlington|Cookstown
Pittman Center|TN|Tennessee|Sevier|Pittman Center
Hawkeye|IA|Iowa|Fayette|Hawkeye
Emery|UT|Utah|Emery|Emery
South Boardman|MI|Michigan|Kalkaska|South Boardman
Gem Lake|MN|Minnesota|Ramsey|Gem Lake
Irene|SD|South Dakota|Turner|Irene
Matewan|WV|West Virginia|Mingo|Matewan
Warrens|WI|Wisconsin|Monroe|Warrens
Beaver Creek|MD|Maryland|Washington|Beaver Creek
Cosby|TN|Tennessee|Cocke|Cosby
South La Paloma|TX|Texas|Jim Wells|South La Paloma
Kilmichael|MS|Mississippi|Montgomery|Kilmichael
Millsap|TX|Texas|Parker|Millsap
Stanwood|IA|Iowa|Cedar|Stanwood
Harbor Hills|NY|New York|Nassau|Harbor Hills
Glen Elder|KS|Kansas|Mitchell|Glen Elder
Winside|NE|Nebraska|Wayne|Winside
Keithsburg|IL|Illinois|Mercer|Keithsburg
Collins|GA|Georgia|Tattnall|Collins
Van Lear|KY|Kentucky|Johnson|Van Lear
Kaleva|MI|Michigan|Manistee|Kaleva
Naturita|CO|Colorado|Montrose|Naturita
Cantua Creek|CA|California|Fresno|Cantua Creek
Big Water|UT|Utah|Kane|Big Water
Pe Ell|WA|Washington|Lewis|Pe Ell
Spring Bay|IL|Illinois|Woodford|Spring Bay
Saxtons River|VT|Vermont|Windham|Saxtons River
Galien|MI|Michigan|Berrien|Galien
Hackneyville|AL|Alabama|Tallapoosa|Hackneyville
Altona|IL|Illinois|Knox|Altona
Kennard|IN|Indiana|Henry|Kennard
Cement|OK|Oklahoma|Caddo|Cement
Chippewa Park|OH|Ohio|Logan|Chippewa Park
Van Voorhis|PA|Pennsylvania|Washington|Van Voorhis
Naselle|WA|Washington|Pacific|Naselle
Republic|OH|Ohio|Seneca|Republic
South Dayton|NY|New York|Cattaraugus|South Dayton
Fairfield|ID|Idaho|Camas|Fairfield
Plainview|CA|California|Tulare|Plainview
Leon|KS|Kansas|Butler|Leon
Wurtsboro Hills|NY|New York|Sullivan|Wurtsboro Hills
Rockleigh|NJ|New Jersey|Bergen|Rockleigh
Mount Carbon|WV|West Virginia|Fayette|Mount Carbon
Royal|IA|Iowa|Clay|Royal
Chalmers|IN|Indiana|White|Chalmers
Powellton|WV|West Virginia|Fayette|Powellton
Mora|NM|New Mexico|Mora|Mora
Winburne|PA|Pennsylvania|Clearfield|Winburne
Rices Landing|PA|Pennsylvania|Greene|Rices Landing
Ashton|IA|Iowa|Osceola|Ashton
Arley|AL|Alabama|Winston|Arley
New Salisbury|IN|Indiana|Harrison|New Salisbury
Renningers|PA|Pennsylvania|Schuylkill|Renningers
Mount Charleston|NV|Nevada|Clark|Mount Charleston
Firth|NE|Nebraska|Lancaster|Firth
Hatfield|AR|Arkansas|Polk|Hatfield
Matthews|IN|Indiana|Grant|Matthews
Rosslyn Farms|PA|Pennsylvania|Allegheny|Rosslyn Farms
Malverne Park Oaks|NY|New York|Nassau|Malverne Park Oaks
Schulter|OK|Oklahoma|Okmulgee|Schulter
Ravia|OK|Oklahoma|Johnston|Ravia
Livingston|WI|Wisconsin|Grant|Livingston
Rowes Run|PA|Pennsylvania|Fayette|Rowes Run
South Vienna|OH|Ohio|Clark|South Vienna
Agency|IA|Iowa|Wapello|Agency
Holland|IN|Indiana|Dubois|Holland
Murchison|TX|Texas|Henderson|Murchison
Ellerslie|MD|Maryland|Allegany|Ellerslie
Callery|PA|Pennsylvania|Butler|Callery
Highland Lake|AL|Alabama|Blount|Highland Lake
Mud Lake|ID|Idaho|Jefferson|Mud Lake
Juniata Gap|PA|Pennsylvania|Blair|Juniata Gap
Lakeview|MS|Mississippi|DeSoto|Lakeview
Elaine|AR|Arkansas|Phillips|Elaine
Newdale|ID|Idaho|Fremont|Newdale
Sharon|SC|South Carolina|York|Sharon
Stanhope|IA|Iowa|Hamilton|Stanhope
Grimes|AL|Alabama|Dale|Grimes
Pangburn|AR|Arkansas|White|Pangburn
Vienna Center|OH|Ohio|Trumbull|Vienna Center
Wauneta|NE|Nebraska|Chase|Wauneta
Parkton|NC|North Carolina|Robeson|Parkton
Pinehurst|GA|Georgia|Dooly|Pinehurst
Pittsburg|IL|Illinois|Williamson|Pittsburg
Perdido|AL|Alabama|Baldwin|Perdido
Sherman|MS|Mississippi|Pontotoc|Sherman
Cassadaga|NY|New York|Chautauqua|Cassadaga
North Woodstock|NH|New Hampshire|Grafton|North Woodstock
Gloucester|NC|North Carolina|Carteret|Gloucester
Trapper Creek|AK|Alaska|Matanuska-Susitna|Trapper Creek
Hartley|TX|Texas|Hartley|Hartley
Montrose|SD|South Dakota|McCook|Montrose
De Valls Bluff|AR|Arkansas|Prairie|De Valls Bluff
Belleville|AR|Arkansas|Yell|Belleville
Lahoma|OK|Oklahoma|Garfield|Lahoma
Tampico|WA|Washington|Yakima|Tampico
Declo|ID|Idaho|Cassia|Declo
Strasburg|IL|Illinois|Shelby|Strasburg
New Virginia|IA|Iowa|Warren|New Virginia
Gould|AR|Arkansas|Lincoln|Gould
Fair Bluff|NC|North Carolina|Columbus|Fair Bluff
Adams|NE|Nebraska|Gage|Adams
Nisqually Indian Community|WA|Washington|Thurston|Nisqually Indian Community
So-Hi|AZ|Arizona|Mohave|So-Hi
Franklin|MN|Minnesota|Renville|Franklin
Cayuga|NY|New York|Cayuga|Cayuga
Bradford|AR|Arkansas|White|Bradford
Cross Roads|PA|Pennsylvania|York|Cross Roads
Lenzburg|IL|Illinois|St. Clair|Lenzburg
Atlantic Mine|MI|Michigan|Houghton|Atlantic Mine
Butler|KY|Kentucky|Pendleton|Butler
Sicily Island|LA|Louisiana|Catahoula|Sicily Island
Ropesville|TX|Texas|Hockley|Ropesville
Plymouth|IL|Illinois|Hancock|Plymouth
Dorrington|CA|California|Calaveras|Dorrington
Cold Springs|CA|California|El Dorado|Cold Springs
Fields Landing|CA|California|Humboldt|Fields Landing
South Philipsburg|PA|Pennsylvania|Centre|South Philipsburg
Carney|OK|Oklahoma|Lincoln|Carney
Lowell|OH|Ohio|Washington|Lowell
Evening Shade|OK|Oklahoma|Sequoyah|Evening Shade
North La Junta|CO|Colorado|Otero|North La Junta
Yelvington|KY|Kentucky|Daviess|Yelvington
Cuyamungue|NM|New Mexico|Santa Fe|Cuyamungue
Beech Bluff|TN|Tennessee|Madison|Beech Bluff
Windsor Heights|WV|West Virginia|Brooke|Windsor Heights
Greenwood|NE|Nebraska|Cass|Greenwood
Mallow|VA|Virginia|Alleghany|Mallow
Pewamo|MI|Michigan|Ionia|Pewamo
Buda|IL|Illinois|Bureau|Buda
Loch Lynn Heights|MD|Maryland|Garrett|Loch Lynn Heights
Dobbins|CA|California|Yuba|Dobbins
Deary|ID|Idaho|Latah|Deary
Lakeville|NY|New York|Livingston|Lakeville
West Alton|MO|Missouri|St. Charles|West Alton
Toomsboro|GA|Georgia|Wilkinson|Toomsboro
Bucoda|WA|Washington|Thurston|Bucoda
Pumpkin Center|CA|California|Kern|Pumpkin Center
Groton Long Point|CT|Connecticut|Southeastern Connecticut|Groton Long Point
Basalt|ID|Idaho|Bingham|Basalt
Fall River Mills|CA|California|Shasta|Fall River Mills
Fletcher|OH|Ohio|Miami|Fletcher
Oakwood|TX|Texas|Leon|Oakwood
Tull|AR|Arkansas|Grant|Tull
Ipava|IL|Illinois|Fulton|Ipava
Bismarck|IL|Illinois|Vermilion|Bismarck
Center|ND|North Dakota|Oliver|Center
Tryon|OK|Oklahoma|Lincoln|Tryon
New Melle|MO|Missouri|St. Charles|New Melle
Pennock|MN|Minnesota|Kandiyohi|Pennock
Floyd|VA|Virginia|Floyd|Floyd
Calhan|CO|Colorado|El Paso|Calhan
Hampton|MN|Minnesota|Dakota|Hampton
Union Star|MO|Missouri|DeKalb|Union Star
Lorain|PA|Pennsylvania|Cambria|Lorain
Clarksville|OH|Ohio|Clinton|Clarksville
Mount Aetna|PA|Pennsylvania|Berks|Mount Aetna
Greens Fork|IN|Indiana|Wayne|Greens Fork
Craigmont|ID|Idaho|Lewis|Craigmont
Cousins Island|ME|Maine|Cumberland|Cousins Island
Mecosta|MI|Michigan|Mecosta|Mecosta
Cadyville|NY|New York|Clinton|Cadyville
Tioga|WV|West Virginia|Nicholas|Tioga
Robinson|PA|Pennsylvania|Indiana|Robinson
Cactus Forest|AZ|Arizona|Pinal|Cactus Forest
Smithton|MO|Missouri|Pettis|Smithton
Dexter|KS|Kansas|Cowley|Dexter
Barlow|KY|Kentucky|Ballard|Barlow
Cedar Valley|OK|Oklahoma|Logan|Cedar Valley
Buffalo Gap|TX|Texas|Taylor|Buffalo Gap
Falmouth|PA|Pennsylvania|Lancaster|Falmouth
Thompsonville|MI|Michigan|Benzie|Thompsonville
Karnak|IL|Illinois|Pulaski|Karnak
Eau Claire|MI|Michigan|Berrien|Eau Claire
Pleasant Valley|AK|Alaska|Fairbanks North Star|Pleasant Valley
Fowler|KS|Kansas|Meade|Fowler
Kauneonga Lake|NY|New York|Sullivan|Kauneonga Lake
Coulee City|WA|Washington|Grant|Coulee City
Phillipsburg|GA|Georgia|Tift|Phillipsburg
North Tunica|MS|Mississippi|Tunica|North Tunica
West Woodstock|VT|Vermont|Windsor|West Woodstock
Turah|MT|Montana|Missoula|Turah
Bell|FL|Florida|Gilchrist|Bell
Grannis|AR|Arkansas|Polk|Grannis
Sautee-Nacoochee|GA|Georgia|White|Sautee-Nacoochee
Mole Lake|WI|Wisconsin|Forest|Mole Lake
Danforth|ME|Maine|Washington|Danforth
Conejo|NM|New Mexico|Santa Fe|Conejo
Burt|IA|Iowa|Kossuth|Burt
Matthews|MO|Missouri|New Madrid|Matthews
Yakutat|AK|Alaska|Yakutat|Yakutat
Hilda|SC|South Carolina|Barnwell|Hilda
Scotch Meadows|NC|North Carolina|Scotland|Scotch Meadows
Woodland|UT|Utah|Summit|Woodland
Endeavor|WI|Wisconsin|Marquette|Endeavor
Humeston|IA|Iowa|Wayne|Humeston
Mount Blanchard|OH|Ohio|Hancock|Mount Blanchard
Woodland|MN|Minnesota|Hennepin|Woodland
Blaine|OH|Ohio|Belmont|Blaine
Deseret|UT|Utah|Millard|Deseret
Napier Field|AL|Alabama|Dale|Napier Field
Balmorhea|TX|Texas|Reeves|Balmorhea
Schenevus|NY|New York|Otsego|Schenevus
Riverbend|MT|Montana|Mineral|Riverbend
Silas|AL|Alabama|Choctaw|Silas
Clearview|WV|West Virginia|Ohio|Clearview
Millers Lake|MI|Michigan|Lapeer|Millers Lake
Exeter|NE|Nebraska|Fillmore|Exeter
Ketchum|OK|Oklahoma|Craig|Ketchum
Oacoma|SD|South Dakota|Lyman|Oacoma
New Hampshire|OH|Ohio|Auglaize|New Hampshire
Kennedy|AL|Alabama|Lamar|Kennedy
Knapp|WI|Wisconsin|Dunn|Knapp
Richmond|KS|Kansas|Franklin|Richmond
Ringwood|OK|Oklahoma|Major|Ringwood
Excel|AL|Alabama|Monroe|Excel
Hamilton Branch|CA|California|Plumas|Hamilton Branch
Dunlo|PA|Pennsylvania|Cambria|Dunlo
Rothsay|MN|Minnesota|Wilkin|Rothsay
Hartford|AR|Arkansas|Sebastian|Hartford
Meadow Bridge|WV|West Virginia|Fayette|Meadow Bridge
Bailey|NC|North Carolina|Nash|Bailey
Protection|KS|Kansas|Comanche|Protection
Calhoun|TN|Tennessee|McMinn|Calhoun
Heart Butte|MT|Montana|Pondera|Heart Butte
Outlook|WA|Washington|Yakima|Outlook
South Bethany|DE|Delaware|Sussex|South Bethany
Star Harbor|TX|Texas|Henderson|Star Harbor
Lamont|IA|Iowa|Buchanan|Lamont
Clintonville|PA|Pennsylvania|Venango|Clintonville
Canton|OK|Oklahoma|Blaine|Canton
Bear Creek|TX|Texas|Hays|Bear Creek
Sorento|IL|Illinois|Bond|Sorento
Kirkwood|PA|Pennsylvania|Lancaster|Kirkwood
Round Valley|AZ|Arizona|Gila|Round Valley
Sandersville|MS|Mississippi|Jones|Sandersville
Pueblo Nuevo|TX|Texas|Webb|Pueblo Nuevo
Sugar Mountain|NC|North Carolina|Avery|Sugar Mountain
Irvington|VA|Virginia|Lancaster|Irvington
Gilt Edge|TN|Tennessee|Tipton|Gilt Edge
Placedo|TX|Texas|Victoria|Placedo
Boulevard|CA|California|San Diego|Boulevard
Buchanan Lake Village|TX|Texas|Llano|Buchanan Lake Village
Shoreham|NY|New York|Suffolk|Shoreham
Swink|CO|Colorado|Otero|Swink
Cross Hill|SC|South Carolina|Laurens|Cross Hill
Shubuta|MS|Mississippi|Clarke|Shubuta
Turtle Lake|ND|North Dakota|McLean|Turtle Lake
Reo|IN|Indiana|Spencer|Reo
El Portal|CA|California|Mariposa|El Portal
Gardner|FL|Florida|Hardee|Gardner
Nazlini|AZ|Arizona|Apache|Nazlini
Patten|ME|Maine|Penobscot|Patten
Webster|NC|North Carolina|Jackson|Webster
Norwood|IL|Illinois|Peoria|Norwood
Brooks|OR|Oregon|Marion|Brooks
Popponesset|MA|Massachusetts|Barnstable|Popponesset
Gasburg|VA|Virginia|Brunswick|Gasburg
Ruffin|NC|North Carolina|Rockingham|Ruffin
Bergholz|OH|Ohio|Jefferson|Bergholz
Schall Circle|FL|Florida|Palm Beach|Schall Circle
Taylor Corners|CT|Connecticut|Western Connecticut|Taylor Corners
Oxford|WI|Wisconsin|Marquette|Oxford
South Mansfield|LA|Louisiana|De Soto|South Mansfield
Mountain View|CO|Colorado|Jefferson|Mountain View
Williamsfield|IL|Illinois|Knox|Williamsfield
Center Ossipee|NH|New Hampshire|Carroll|Center Ossipee
Mountain Lakes|NH|New Hampshire|Grafton|Mountain Lakes
Redfield|TX|Texas|Nacogdoches|Redfield
Higgins|TX|Texas|Lipscomb|Higgins
Coyote Acres|TX|Texas|Jim Wells|Coyote Acres
Lodge Grass|MT|Montana|Big Horn|Lodge Grass
Delhi|IA|Iowa|Delaware|Delhi
Throckmorton|TX|Texas|Throckmorton|Throckmorton
Briarcliffe Acres|SC|South Carolina|Horry|Briarcliffe Acres
Akins|OK|Oklahoma|Sequoyah|Akins
Kingstown|NC|North Carolina|Cleveland|Kingstown
Cawood|KY|Kentucky|Harlan|Cawood
Argyle|MN|Minnesota|Marshall|Argyle
Avon|UT|Utah|Cache|Avon
Cecilia|KY|Kentucky|Hardin|Cecilia
Costilla|NM|New Mexico|Taos|Costilla
Tuppers Plains|OH|Ohio|Meigs|Tuppers Plains
Shaftsburg|MI|Michigan|Shiawassee|Shaftsburg
Salesville|AR|Arkansas|Baxter|Salesville
Point Comfort|TX|Texas|Calhoun|Point Comfort
Milan|MN|Minnesota|Chippewa|Milan
Hornbeak|TN|Tennessee|Obion|Hornbeak
Tushka|OK|Oklahoma|Atoka|Tushka
Big Run|PA|Pennsylvania|Jefferson|Big Run
La Paz|IN|Indiana|Marshall|La Paz
Wampum|PA|Pennsylvania|Lawrence|Wampum
Sheppton|PA|Pennsylvania|Schuylkill|Sheppton
Siracusaville|LA|Louisiana|St. Mary|Siracusaville
Snow Lake|IN|Indiana|Steuben|Snow Lake
De Soto|WI|Wisconsin|Vernon|De Soto
Grampian|PA|Pennsylvania|Clearfield|Grampian
Bradley|AR|Arkansas|Lafayette|Bradley
Pine Haven|WY|Wyoming|Crook|Pine Haven
Brimhall Nizhoni|NM|New Mexico|McKinley|Brimhall Nizhoni
Bellefonte|AR|Arkansas|Boone|Bellefonte
Soso|MS|Mississippi|Jones|Soso
Leola|AR|Arkansas|Grant|Leola
Brockton|MT|Montana|Roosevelt|Brockton
Cowan|CA|California|Stanislaus|Cowan
Carlton|MT|Montana|Missoula|Carlton
Foyil|OK|Oklahoma|Rogers|Foyil
Saint Benedict|PA|Pennsylvania|Cambria|Saint Benedict
Enfield|IL|Illinois|White|Enfield
Tucker|MS|Mississippi|Neshoba|Tucker
Beacon|IA|Iowa|Mahaska|Beacon
Centralhatchee|GA|Georgia|Heard|Centralhatchee
Hull|IL|Illinois|Pike|Hull
Big Chimney|WV|West Virginia|Kanawha|Big Chimney
Zeb|OK|Oklahoma|Cherokee|Zeb
Pine Brook Hill|CO|Colorado|Boulder|Pine Brook Hill
Sabattus|ME|Maine|Androscoggin|Sabattus
El Centro Naval Air Facility|CA|California|Imperial|El Centro Naval Air Facility
Dodd City|TX|Texas|Fannin|Dodd City
Loyall|KY|Kentucky|Harlan|Loyall
Hawk Run|PA|Pennsylvania|Clearfield|Hawk Run
Sequatchie|TN|Tennessee|Marion|Sequatchie
Dayton|ID|Idaho|Franklin|Dayton
Prairiewood Village|SD|South Dakota|Brown|Prairiewood Village
Centralia|KS|Kansas|Nemaha|Centralia
Montrose Manor|PA|Pennsylvania|Berks|Montrose Manor
West Farmington|OH|Ohio|Trumbull|West Farmington
Caroga Lake|NY|New York|Fulton|Caroga Lake
Nesika Beach|OR|Oregon|Curry|Nesika Beach
Upper Santan Village|AZ|Arizona|Pinal|Upper Santan Village
Simms|OK|Oklahoma|Muskogee|Simms
Niangua|MO|Missouri|Webster|Niangua
Bokchito|OK|Oklahoma|Bryan|Bokchito
Tangipahoa|LA|Louisiana|Tangipahoa|Tangipahoa
Beverly Hills|MO|Missouri|St. Louis|Beverly Hills
Gage|OK|Oklahoma|Ellis|Gage
Del Muerto|AZ|Arizona|Apache|Del Muerto
San Ygnacio|TX|Texas|Zapata|San Ygnacio
Dubois|ID|Idaho|Clark|Dubois
Pueblo of Sandia Village|NM|New Mexico|Sandoval|Pueblo of Sandia Village
Between|GA|Georgia|Walton|Between
Rayland|OH|Ohio|Jefferson|Rayland
Warner|SD|South Dakota|Brown|Warner
Rose Bud|AR|Arkansas|White|Rose Bud
Henderson|AR|Arkansas|Baxter|Henderson
Stanton|TN|Tennessee|Haywood|Stanton
Bancroft|KY|Kentucky|Jefferson|Bancroft
Moscow|IA|Iowa|Muscatine|Moscow
Uvalda|GA|Georgia|Montgomery|Uvalda
Pillager|MN|Minnesota|Cass|Pillager
El Paso|AR|Arkansas|White|El Paso
Corning|OH|Ohio|Perry|Corning
Beaver City|NE|Nebraska|Furnas|Beaver City
Lohrville|WI|Wisconsin|Waushara|Lohrville
Hot Springs|NC|North Carolina|Madison|Hot Springs
Arivaca|AZ|Arizona|Pima|Arivaca
Newell|SD|South Dakota|Butte|Newell
Benton|PA|Pennsylvania|Columbia|Benton
